time_s,x_m,y_m,yaw_rad,measured_x_m,measured_y_m,measured_yaw_rad,reference_x_m,reference_y_m,reference_yaw_rad,linear_mps,angular_radps,cross_track_error_m,heading_error_rad,position_error_m,compute_ms
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000001110e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500640000000000196e-01
5.000000000000000278e-02,3.750000000000000729e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000729e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000729e-03,3.390560000000000240e-01
1.000000000000000056e-01,1.125000000000000305e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.125000000000000305e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000333e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.125000000000000305e-02,3.194989999999999775e-01
1.500000000000000222e-01,2.250000000000000611e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000611e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000139e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.499999999999995282e-03,3.142690000000000206e-01
2.000000000000000111e-01,3.750000000000000555e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000555e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000555e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.249999999999999722e-02,3.150000000000000022e-01
2.500000000000000000e-01,5.625000000000000833e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.625000000000000833e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000005551e-03,3.068049999999999944e-01
3.000000000000000444e-01,7.875000000000001443e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.875000000000001443e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000001110e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.916480331691489014e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000003331e-03,3.159120000000000261e-01
3.500000000000000333e-01,1.033324016584574595e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.033324016584574595e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.925781051461814997e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.332401658457453952e-03,3.119350000000000178e-01
4.000000000000000222e-01,1.279613069157665428e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.279613069157665428e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.934046040029647640e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.961306915766542813e-03,3.042100000000000359e-01
4.500000000000000111e-01,1.526315371159147893e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.526315371159147893e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.941390643205714195e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.631537115914767133e-03,3.029279999999999751e-01
